AMT transect,Latitude,Longitude,Start Day,Start Month,Start year,Start GMT,End Day,End Month,End year,End GMT,Sample depth,CHL (no fractionation) (mg/m^3),CHL (0.2-2 micron) (mg/m^3),CHL (>2 micron) (mg/m^3),CHL (2-5 micron) (mg/m^3),CHL (2-10 micron) (mg/m^3),CHL (2-20 micron) (mg/m^3),CHL (>5 micron) (mg/m^3),CHL (5-10 micron) (mg/m^3),CHL (>10 micron) (mg/m^3),CHL (>20 micron) (mg/m^3),CHL (sum of fractions) (mg/m^3),HPLC Depth,[TChla],[dvChla],[TChlb],[TChlc],[Caro],[Allo],[But],[Diad],[Diato],[Fuco],[Hex],[Peri],[Zea],[Lut],[Viol],[Pras],comments
2,48.7501,-8.09701,21,5,1996,9.03,21,5,1996,9.29,79.8,-999,0.03,-999,-999,-999,0.08,-999,-999,-999,0.87,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,48.7501,-8.09701,21,5,1996,9.03,21,5,1996,9.29,99.7,-999,0.05,-999,-999,-999,0.11,-999,-999,-999,0.85,1.01,100,0.685,-999,0,0.15,0,0.003,0.271,0.042,0,0.005,0.009,0,0,-999,-999,-999,-999
3,47.36517,-18.20548,24,9,1996,10.38,24,9,1996,11.05,9.5,-999,0.31,-999,-999,-999,0.21,-999,-999,-999,0.09,0.61,7,-999,0.05,0.046,0.278,0.027,0.006,0.149,0.08,0.003,0.053,0.485,0.096,0.053,-999,-999,-999,-999
3,47.36517,-18.20548,24,9,1996,10.38,24,9,1996,11.05,22.1,-999,0.28,-999,-999,-999,0.2,-999,-999,-999,0.07,0.55,20,-999,0.049,0.052,0.265,0.025,0.006,0.142,0.077,0.003,0.052,0.459,0.1,0.05,-999,-999,-999,-999
3,47.36517,-18.20548,24,9,1996,10.38,24,9,1996,11.05,32.3,-999,0.26,-999,-999,-999,0.2,-999,-999,-999,0.06,0.51,30,0.891,0.053,0.046,0.305,0.03,0.005,0.161,0.088,0.004,0.059,0.501,0.129,0.056,-999,-999,-999,-999
3,47.36517,-18.20548,24,9,1996,10.38,24,9,1996,11.05,41.5,-999,0.09,-999,-999,-999,0.12,-999,-999,-999,0.04,0.25,40,0.368,0.029,0.05,0.101,0.015,0.004,0.069,0.015,0.002,0.053,0.161,0.014,0.02,-999,-999,-999,-999
3,47.36517,-18.20548,24,9,1996,10.38,24,9,1996,11.05,60.9,-999,0.21,-999,-999,-999,0.06,-999,-999,-999,0.02,0.28,60,0.106,0,0.012,0.035,0.002,0.001,0.038,0.005,0,0.018,0.038,0.004,0.001,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,13.6,-999,0.09,-999,-999,-999,0.05,-999,-999,-999,0,0.15,7,0.164,0.035,0.008,0.029,0.005,0.007,0.03,0.024,0.005,0.008,0.066,0.008,0.029,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,26,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.05,0.24,20,0.295,0.052,0.021,0.071,0.008,0.006,0.06,0.028,0.003,0.014,0.122,0.049,0.04,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,36.5,-999,0.18,-999,-999,-999,0.07,-999,-999,-999,0.02,0.28,30,0.355,0.051,0.03,0.111,0.009,0.006,0.081,0.028,0.003,0.017,0.182,0.055,0.031,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,46.6,-999,0.19,-999,-999,-999,0.09,-999,-999,-999,0.05,0.33,40,0.463,0.068,0.067,0.151,0.014,0.005,0.111,0.026,0.004,0.024,0.295,0.069,0.036,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,55.8,-999,0.3,-999,-999,-999,0.13,-999,-999,-999,0.07,0.49,50,0.352,0.044,0.061,0.11,0.013,0.004,0.081,0.017,0.002,0.04,0.175,0.03,0.016,-999,-999,-999,-999
3,42.90037,-19.99151,25,9,1996,11.34,25,9,1996,11.55,65.8,-999,0.16,-999,-999,-999,0.09,-999,-999,-999,0.05,0.29,80,0.058,0,0.008,0.027,0.003,0.001,0.029,0.003,0,0.016,0.022,0.005,0,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,1.8,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.07,7,0.086,0.035,0.006,0.007,0.005,0,0.007,0.012,0.002,0.005,0.02,0.005,0.06,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,20.5,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.08,20,0.082,0.029,0.004,0.007,0.004,0,0.006,0.01,0.001,0.004,0.021,0.006,0.052,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,31.9,-999,0.06,-999,-999,-999,0.05,-999,-999,-999,0,0.12,30,0.1,0.036,0.014,0.011,0.005,0,0.007,0.006,0,0.005,0.022,0.003,0.058,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,40.7,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.01,0.12,40,0.112,0.043,0.007,0.015,0.005,0,0.011,0.007,0,0.007,0.029,0.003,0.059,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,51.3,-999,0.11,-999,-999,-999,0.03,-999,-999,-999,0.01,0.15,50,0.166,0.062,0.009,0.023,0.007,0,0.014,0.008,0,0.005,0.045,0.006,0.059,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,61.3,-999,0.15,-999,-999,-999,0.04,-999,-999,-999,0.01,0.2,60,0.243,0.098,0.044,0.05,0.012,0,0.031,0.01,0,0.007,0.083,0,0.073,-999,-999,-999,-999
3,38.16928,-20.01416,26,9,1996,11.38,26,9,1996,12.03,79.9,-999,0.22,-999,-999,-999,0.05,-999,-999,-999,0.02,0.29,80,0.331,0.123,0.124,0.086,0.02,0,0.073,0.008,0,0.017,0.127,0.007,0.05,-999,-999,-999,-999
3,34.02945,-21.25705,27,9,1996,11.29,27,9,1996,11.59,4.8,-999,0.06,-999,-999,-999,0.02,-999,-999,-999,0,0.08,7,0.085,0.038,0.015,0.005,0.004,0,0.004,0.004,0,0.002,0.016,0.002,0.049,-999,-999,-999,-999
3,34.02945,-21.25705,27,9,1996,11.29,27,9,1996,11.59,83.9,-999,0.05,-999,-999,-999,0.15,-999,-999,-999,0.03,0.23,80,0.465,0.173,0.163,0.113,0.027,0,0.099,0.013,0,0.02,0.166,0.028,0.068,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,7.8,-999,0.03,-999,-999,-999,0.01,-999,-999,-999,0,0.05,7,0.052,0.016,0.003,0.006,0.003,0,0.004,0.008,0,0.003,0.016,0.003,0.029,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,40.3,-999,0.04,-999,-999,-999,0.02,-999,-999,-999,0,0.06,40,0.089,0.027,0.005,0.01,0.004,0,0.008,0.008,0,0.004,0.024,0.003,0.039,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,60.3,-999,0.07,-999,-999,-999,0.03,-999,-999,-999,0,0.1,60,0.151,0.048,0.016,0.024,0.006,0,0.017,0.01,0,0.005,0.045,0.005,0.053,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,80.5,-999,0.11,-999,-999,-999,0.03,-999,-999,-999,0,0.14,80,0.213,0.092,0.032,0.029,0.01,0,0.024,0.007,0,0.005,0.069,0.008,0.058,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,100.3,-999,0.2,-999,-999,-999,0.04,-999,-999,-999,0,0.24,100,0.257,0.136,0.098,0.038,0.019,0,0.029,0.007,0,0.005,0.064,0.008,0.051,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,109.6,-999,0.22,-999,-999,-999,0.03,-999,-999,-999,0.01,0.25,110,0.183,0.071,0.083,0.04,0.014,0,0.04,0.006,0,0.007,0.064,0.006,0.023,-999,-999,-999,-999
3,29.49698,-21.8086,28,9,1996,11.39,28,9,1996,11.59,119.2,-999,0.14,-999,-999,-999,0.02,-999,-999,-999,0,0.16,120,0.17,0.066,0.087,0.042,0.015,0,0.039,0.004,0,0.005,0.063,0.01,0.017,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,7.4,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.01,0.12,7,-999,0.057,0.044,0.015,0.008,0,0.009,0.017,0.001,0.009,0.032,0.006,0.081,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,40.6,-999,0.06,-999,-999,-999,0.04,-999,-999,-999,0.01,0.1,20,-999,0.058,0.143,0.015,0.008,0,0.01,0.014,0.001,0.01,0.035,0.004,0.076,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,60.6,-999,0.1,-999,-999,-999,0.03,-999,-999,-999,0,0.14,50,0.135,0.036,0.124,0.018,0.005,0,0.012,0.006,0,0.005,0.047,0.005,0.044,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,81.4,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.01,0.2,80,0.287,0.111,0.143,0.033,0.012,0,0.033,0.009,0,0.01,0.086,0.01,0.059,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,91,-999,0.21,-999,-999,-999,0.04,-999,-999,-999,0.01,0.26,100,0.517,0.2,0.18,0.099,0.03,0,0.101,0.014,0,0.02,0.152,0.014,0.064,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,101.4,-999,0.39,-999,-999,-999,0.07,-999,-999,-999,0.02,0.47,102,0.404,0.168,0.048,0.089,0.028,0,0.081,0.011,0,0.018,0.112,0.018,0.054,-999,-999,-999,-999
3,24.67838,-21.40394,29,9,1996,11.31,29,9,1996,11.55,120.7,-999,0.11,-999,-999,-999,0.05,-999,-999,-999,0.01,0.17,120,0.322,0.139,0.005,0.056,0.024,0,0.058,0.006,0,0.013,0.064,0.012,0.03,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,8.5,-999,0.11,-999,-999,-999,0.07,-999,-999,-999,0.13,0.3,7,0.382,0.062,0.002,0.077,0.022,0.004,0.03,0.03,0.002,0.078,0.07,0.011,0.088,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,21.6,-999,0.13,-999,-999,-999,0.07,-999,-999,-999,0.12,0.31,20,0.406,0.059,0.016,0.077,0.026,0.005,0.025,0.029,0.002,0.073,0.068,0.013,0.1,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,31.1,-999,0.22,-999,-999,-999,0.1,-999,-999,-999,0.11,0.43,30,0.496,0.085,0.022,0.114,0.03,0.008,0.042,0.023,0,0.084,0.112,0.013,0.09,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,41.2,-999,0.31,-999,-999,-999,0.17,-999,-999,-999,0.21,0.68,40,0.909,0.025,0.025,0.247,0.035,0.032,0.121,0.038,0,0.228,0.223,0.029,0.047,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,51.5,-999,0.25,-999,-999,-999,0.12,-999,-999,-999,0.06,0.43,50,0.311,0.013,0.07,0.087,0.016,0.012,0.055,0.013,0,0.09,0.073,0.015,0.012,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,61.9,-999,0.12,-999,-999,-999,0.05,-999,-999,-999,0.01,0.18,60,0.151,0.012,0.11,0.039,0.009,0.005,0.034,0.005,0,0.039,0.036,0,0.005,-999,-999,-999,-999
3,20.08596,-20.63394,30,9,1996,14.52,30,9,1996,15.19,80.4,-999,0,-999,-999,-999,0.03,-999,-999,-999,0.01,0.04,80,0.065,0.01,0.045,0.015,0.005,0.001,0.013,0.003,0,0.013,0.015,0.003,0.003,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,8,-999,0.11,-999,-999,-999,0.01,-999,-999,-999,0.01,0.13,7,0.171,0.065,0,0.012,0.02,0.001,0.006,0.01,0.001,0.008,0.025,0.003,0.094,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,20.4,-999,0.13,-999,-999,-999,0.03,-999,-999,-999,0,0.16,20,0.259,0.085,0.049,0.028,0.026,0.001,0.012,0.009,0,0.009,0.044,0.005,0.093,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,30.9,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.01,0.19,40,0.803,0.102,0.094,0.18,0.047,0.013,0.127,0.031,0,0.082,0.283,0.029,0.057,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,41.1,-999,0.12,-999,-999,-999,0.14,-999,-999,-999,0.03,0.29,45,0.784,0.117,0.203,0.187,0.054,0.013,0.161,0.033,0,0.092,0.244,0.038,0.052,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,51.1,-999,0.38,-999,-999,-999,0.14,-999,-999,-999,0.09,0.61,50,0.661,0.103,0.233,0.166,0.045,0.014,0.132,0.029,0,0.091,0.195,0.037,0.043,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,61.3,-999,0.29,-999,-999,-999,0.09,-999,-999,-999,0.14,0.53,60,0.522,0.094,0.243,0.12,0.047,0.01,0.102,0.02,0,0.083,0.144,0,0.033,-999,-999,-999,-999
3,12.76244,-20.5406,2,10,1996,11.05,2,10,1996,11.3,81.6,-999,0.15,-999,-999,-999,0.05,-999,-999,-999,0.06,0.26,80,0.221,0.045,0.199,0.07,0.022,0.004,0.051,0.009,0,0.04,0.077,0,0.014,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,8.5,-999,0.11,-999,-999,-999,0.03,-999,-999,-999,0.03,0.18,7,0.221,0.081,0.014,0.012,0.014,0.001,0.006,0.014,0.002,0.005,0.031,0.006,0.115,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,21.3,-999,0.12,-999,-999,-999,0.03,-999,-999,-999,0.04,0.19,20,0.204,0.076,0.061,0.016,0.011,0.001,0.009,0.015,0.001,0.007,0.041,0.005,0.079,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,31.1,-999,0.2,-999,-999,-999,0.05,-999,-999,-999,0.01,0.26,30,0.338,0.112,0.077,0.049,0.017,0,0.035,0.021,0.002,0.014,0.101,0.011,0.086,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,40.6,-999,0.24,-999,-999,-999,0.07,-999,-999,-999,0.01,0.32,40,0.655,0.125,0.129,0.149,0.023,0.002,0.12,0.037,0,0.037,0.283,0.054,0.089,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,51,-999,0.39,-999,-999,-999,0.13,-999,-999,-999,0.06,0.58,45,0.79,0.159,0.157,0.174,0.029,0.002,0.132,0.037,0,0.042,0.302,0.06,0.084,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,61,-999,0.33,-999,-999,-999,0.08,-999,-999,-999,0.03,0.44,60,0.379,0.08,0.111,0.089,0.017,0.002,0.108,0.014,0,0.043,0.143,0.009,0.041,-999,-999,-999,-999
3,9.05367,-22.27608,3,10,1996,11.02,3,10,1996,11.25,80.8,-999,0.16,-999,-999,-999,0.04,-999,-999,-999,0.02,0.22,80,0.259,0.053,0.051,0.067,0.014,0.001,0.075,0.01,0,0.033,0.095,0,0.024,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,8,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.02,0.13,7,0.156,0.069,0.036,0.01,0.01,0,0.006,0.015,0.003,0.004,0.027,0.003,0.119,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,20.6,-999,0.1,-999,-999,-999,0.04,-999,-999,-999,0.02,0.17,20,-999,0.083,0.135,0.015,0.015,0,0.01,0.013,0,0.007,0.035,0.006,0.134,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,40,-999,0.18,-999,-999,-999,0.05,-999,-999,-999,0.04,0.27,40,0.317,0.132,0.226,0.031,0.019,0,0.015,0.012,0,0.008,0.059,0.011,0.166,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,60.2,-999,0.32,-999,-999,-999,0.07,-999,-999,-999,0.03,0.42,60,0.555,0.292,0.116,0.064,0.036,0,0.039,0.013,0,0.01,0.102,0.012,0.169,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,69.7,-999,0.43,-999,-999,-999,0.1,-999,-999,-999,0.02,0.55,74,0.718,0.286,0.032,0.133,0.041,0,0.1,0.016,0,0.017,0.205,0.018,0.107,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,79.8,-999,0.36,-999,-999,-999,0.08,-999,-999,-999,0.02,0.46,90,0.528,0.169,0.018,0.115,0.032,0.001,0.106,0.013,0,0.028,0.138,0.02,0.058,-999,-999,-999,-999
3,5.1723,-24.01559,4,10,1996,11.05,4,10,1996,11.27,100,-999,0.25,-999,-999,-999,0.04,-999,-999,-999,0.02,0.3,100,0.29,0.105,0.015,0.06,0.022,0.001,0.07,0.006,0,0.021,0.056,0,0.035,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,7,-999,0.12,-999,-999,-999,0.03,-999,-999,-999,0,0.15,7,0.199,0.101,0.011,0.012,0.01,0,0.007,0.009,0,0.004,0.031,0.004,0.115,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,39.7,-999,0.14,-999,-999,-999,0.03,-999,-999,-999,0.01,0.17,40,0.19,0.095,0.028,0.014,0.011,0,0.008,0.013,0,0.005,0.036,0.004,0.115,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,59.8,-999,0.27,-999,-999,-999,0.06,-999,-999,-999,0.01,0.33,60,0.365,0.173,0.151,0.065,0.016,0,0.038,0.01,0.001,0.014,0.11,0.012,0.103,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,69.7,-999,0.39,-999,-999,-999,0.07,-999,-999,-999,0.02,0.47,70,0.582,0.292,0.199,0.096,0.029,0,0.065,0.013,0,0.019,0.167,0.01,0.153,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,79.6,-999,0.59,-999,-999,-999,0.11,-999,-999,-999,0.03,0.73,78,0.879,0.454,0.241,0.163,0.057,0.002,0.102,0.014,0,0.038,0.19,0.028,0.186,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,99.2,-999,0.27,-999,-999,-999,0.05,-999,-999,-999,0.01,0.34,100,0.345,0.105,0.049,0.089,0.022,0.001,0.091,0.01,0,0.023,0.094,0,0.034,-999,-999,-999,-999
3,1.29328,-25.7806,5,10,1996,11.02,5,10,1996,11.24,120,-999,0.05,-999,-999,-999,0.01,-999,-999,-999,0,0.07,120,0.064,0.017,0.018,0.017,0.004,0,0.021,0.002,0,0.006,0.025,0,0.005,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,8.7,-999,0.1,-999,-999,-999,0.02,-999,-999,-999,0,0.12,7,0.137,0.079,0.01,0.016,0.007,0,0.01,0.011,0.002,0.003,0.029,0.003,0.085,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,41,-999,0.12,-999,-999,-999,0.02,-999,-999,-999,0,0.14,40,0.158,0.09,0.141,0.015,0.008,0,0.009,0.005,0,0.003,0.029,0.002,0.087,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,64.9,-999,0.19,-999,-999,-999,0.03,-999,-999,-999,0,0.22,60,0.16,0.086,0.127,0.023,0.008,0,0.015,0.007,0,0.004,0.044,0.004,0.085,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,74.7,-999,0.23,-999,-999,-999,0.04,-999,-999,-999,0.01,0.28,80,0.295,0.141,0.044,0.046,0.014,0,0.039,0.008,0.001,0.006,0.088,0.005,0.087,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,85.2,-999,0.29,-999,-999,-999,0.06,-999,-999,-999,0.02,0.38,90,0.423,0.157,0.022,0.107,0.022,0.001,0.105,0.011,0.001,0.018,0.152,0,0.065,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,100.8,-999,0.28,-999,-999,-999,0.05,-999,-999,-999,0.02,0.35,100,0.369,0.123,0.022,0.096,0.023,0.001,0.107,0.011,0,0.022,0.127,0,0.05,-999,-999,-999,-999
3,-2.38513,-27.45473,6,10,1996,11.02,6,10,1996,11.23,120.5,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.01,0.12,120,0.152,0.054,0.015,0.039,0.013,0,0.045,0.004,0,0.01,0.046,0.006,0.019,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,8,-999,0.07,-999,-999,-999,0.02,-999,-999,-999,0,0.1,7,-999,0.05,0.053,0.009,0.006,0,0.007,0.012,0.002,0.003,0.026,0.002,0.079,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,50.4,-999,0.08,-999,-999,-999,0.02,-999,-999,-999,0,0.1,50,0.115,0.054,0.079,0.014,0.006,0,0.008,0.008,0,0.003,0.031,0.004,0.076,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,70,-999,0.08,-999,-999,-999,0.02,-999,-999,-999,0,0.1,80,0.175,0.083,0.122,0.02,0.01,0,0.011,0.005,0,0.004,0.042,0.004,0.085,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,88.6,-999,0.25,-999,-999,-999,0.05,-999,-999,-999,0.01,0.31,90,0.291,0.173,0.141,0.043,0.021,0,0.025,0.007,0.001,0.005,0.074,0.005,0.106,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,110,-999,0.34,-999,-999,-999,0.07,-999,-999,-999,0.01,0.42,110,0.376,0.156,0.084,0.099,0.026,0,0.077,0.008,0,0.013,0.144,0.021,0.064,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,119.9,-999,0.26,-999,-999,-999,0.04,-999,-999,-999,0.01,0.32,120,0.264,0.1,0.026,0.069,0.021,0,0.067,0.006,0,0.013,0.102,0.011,0.036,-999,-999,-999,-999
3,-6.48244,-29.27085,7,10,1996,11.03,7,10,1996,11.26,140.5,-999,0.1,-999,-999,-999,0.03,-999,-999,-999,0.01,0.15,150,0.107,0.017,0.009,0.021,0.013,0,0.027,0.003,0,0.004,0.038,0.003,0.005,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,8.5,-999,0.03,-999,-999,-999,0.01,-999,-999,-999,0.01,0.05,7,0.05,0.022,0.002,0.003,0.003,0,0.003,0.009,0,0.002,0.012,0.002,0.051,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,51.4,-999,0.04,-999,-999,-999,0.02,-999,-999,-999,0,0.06,50,0.075,0.028,0.072,0.006,0.004,0,0.005,0.007,0,0.002,0.021,0.003,0.063,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,76.2,-999,0.07,-999,-999,-999,0.02,-999,-999,-999,0,0.09,75,0.1,0.043,0.127,0.013,0.005,0,0.01,0.005,0,0.004,0.03,0.003,0.068,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,101.9,-999,0.12,-999,-999,-999,0.03,-999,-999,-999,0,0.15,100,0.158,0.079,0.139,0.02,0.008,0,0.016,0.005,0,0.005,0.043,0.005,0.067,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,120.9,-999,0.27,-999,-999,-999,0.04,-999,-999,-999,0.01,0.31,120,0.273,0.134,0.124,0.054,0.021,0,0.045,0.006,0,0.004,0.086,0.008,0.066,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,131.5,-999,0.1,-999,-999,-999,0.04,-999,-999,-999,0.01,0.14,130,0.314,0.138,0.03,0.068,0.026,0,0.067,0.005,0,0.008,0.11,0.011,0.045,-999,-999,-999,-999
3,-10.77709,-31.24325,8,10,1996,12,8,10,1996,12.24,141.1,-999,0.11,-999,-999,-999,0.04,-999,-999,-999,0.01,0.16,140,0.231,0.099,0.014,0.055,0.019,0,0.057,0.006,0,0.008,0.083,0.009,0.029,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,8.2,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.07,7,-999,0.026,0.056,0.005,0.003,0,0.003,0.008,0,0.003,0.013,0.002,0.054,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,60.7,-999,0.03,-999,-999,-999,0.02,-999,-999,-999,0,0.06,50,0.062,0.017,0.087,0.005,0.003,0,0.002,0.006,0,0.002,0.018,0.001,0.044,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,79.7,-999,0.05,-999,-999,-999,0.03,-999,-999,-999,0,0.08,80,0.082,0.026,0.123,0.009,0.003,0,0.007,0.005,0,0.003,0.028,0.002,0.044,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,100.4,-999,0.1,-999,-999,-999,0.03,-999,-999,-999,0,0.13,100,0.096,0.041,0.123,0.014,0.005,0,0.011,0.006,0,0.003,0.035,0.003,0.056,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,120.4,-999,0.19,-999,-999,-999,0.03,-999,-999,-999,0.01,0.23,120,0.203,0.115,0.044,0.026,0.012,0,0.021,0.006,0,0.003,0.051,0.005,0.066,-999,-999,-999,-999
3,-14.8957,-33.12368,9,10,1996,12.21,9,10,1996,12.46,140.4,-999,0.27,-999,-999,-999,0.03,-999,-999,-999,0.01,0.32,140,0.229,0.13,0.013,0.042,0.018,0,0.038,0.004,0,0.004,0.059,0.008,0.045,-999,-999,-999,-999
