AMT transect,Latitude,Longitude,Start Day,Start Month,Start year,Start GMT,End Day,End Month,End year,End GMT,Sample depth,CHL (no fractionation) (mg/m^3),CHL (0.2-2 micron) (mg/m^3),CHL (>2 micron) (mg/m^3),CHL (2-5 micron) (mg/m^3),CHL (2-10 micron) (mg/m^3),CHL (2-20 micron) (mg/m^3),CHL (>5 micron) (mg/m^3),CHL (5-10 micron) (mg/m^3),CHL (>10 micron) (mg/m^3),CHL (>20 micron) (mg/m^3),CHL (sum of fractions) (mg/m^3),HPLC Depth,[TChla],[dvChla],[TChlb],[TChlc],[Caro],[Allo],[But],[Diad],[Diato],[Fuco],[Hex],[Peri],[Zea],[Lut],[Viol],[Pras],comments
11,42.97069,-14.74992,16,9,2000,10.52,16,9,2000,10.52,45,-999,0.15,0.19,-999,-999,-999,-999,-999,-999,-999,0.34,45,0.437145,-999,0.023,0.042,0.004,0,0.015,0.009,-999,0.004,0.102,0.045,0.016,-999,-999,-999,-999
11,42.97069,-14.74992,16,9,2000,10.52,16,9,2000,10.52,65.1,-999,0.24,0.15,-999,-999,-999,-999,-999,-999,-999,0.39,65,0.404626,-999,0.057,0.03,0.005,0,0.024,0.002,-999,0.011,0.106,0.001,0.006,-999,-999,-999,-999
11,42.97069,-14.74992,16,9,2000,10.52,16,9,2000,10.52,79.7,-999,0.05,0.05,-999,-999,-999,-999,-999,-999,-999,0.11,80,0.111952,-999,0.012,0.011,0,0,0.013,0.001,-999,0.005,0.03,0,0.001,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,5.8,-999,0.07,-999,-999,-999,0.02,-999,-999,-999,0,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,21.4,-999,0.08,-999,-999,-999,0.02,-999,-999,-999,0,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,31.5,-999,0.08,-999,-999,-999,0.04,-999,-999,-999,0.01,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,54.8,-999,0.16,-999,-999,-999,0.04,-999,-999,-999,0,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,75.7,-999,0.27,-999,-999,-999,0.05,-999,-999,-999,0.01,0.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,39.95654,-16.97804,17,9,2000,4.27,17,9,2000,4.27,131.6,-999,0.01,-999,-999,-999,0.01,-999,-999,-999,0,0.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,5,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,25.8,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,39.8,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.01,0.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,79.8,-999,0.23,-999,-999,-999,0.06,-999,-999,-999,0.01,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,94.9,-999,0.18,-999,-999,-999,0.05,-999,-999,-999,0.01,0.24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,35.87238,-19.81583,18,9,2000,4.49,18,9,2000,4.49,139.8,-999,0.06,-999,-999,-999,0.02,-999,-999,-999,0,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,34.93379,-20.4545,18,9,2000,10.47,18,9,2000,10.47,5.1,-999,0.04,0.02,-999,-999,-999,-999,-999,-999,-999,0.06,4,0.052826,-999,0.002,0.001,0.001,0,0.001,0,-999,0.002,0.006,0,0.012,-999,-999,-999,-999
11,34.93379,-20.4545,18,9,2000,10.47,18,9,2000,10.47,40.8,-999,0.1,0,-999,-999,-999,-999,-999,-999,-999,0.1,40,0.076476,-999,0.003,0.002,0.001,0,0.002,0,-999,0,0.014,0,0.013,-999,-999,-999,-999
11,34.93379,-20.4545,18,9,2000,10.47,18,9,2000,10.47,50.4,-999,0.06,0.03,-999,-999,-999,-999,-999,-999,-999,0.1,50,0.091258,-999,0.004,0.002,0.001,0.001,0.002,0,-999,0,0.015,0,0.011,-999,-999,-999,-999
11,34.93379,-20.4545,18,9,2000,10.47,18,9,2000,10.47,95.5,-999,0.19,0.05,-999,-999,-999,-999,-999,-999,-999,0.25,95,0.191772,-999,0.026,0.014,0.004,0,0.014,0.001,-999,0.002,0.046,0,0.003,-999,-999,-999,-999
11,34.93379,-20.4545,18,9,2000,10.47,18,9,2000,10.47,110.7,-999,0.11,0.04,-999,-999,-999,-999,-999,-999,-999,0.14,110,0.126734,-999,0.019,0.009,0.003,0,0.01,0.001,-999,0.002,0.033,0,0.001,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,5.1,-999,0.02,-999,-999,-999,0.02,-999,-999,-999,0,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,21.1,-999,0.03,-999,-999,-999,0.01,-999,-999,-999,0,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,41,-999,0.04,-999,-999,-999,0.02,-999,-999,-999,0,0.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,81,-999,0.18,-999,-999,-999,0.04,-999,-999,-999,0,0.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,105,-999,0.24,-999,-999,-999,0.06,-999,-999,-999,0,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,31.57196,-21.18962,19,9,2000,4.48,19,9,2000,4.48,130.2,-999,0.09,-999,-999,-999,0.02,-999,-999,-999,0,0.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,30.55009,-21.38895,19,9,2000,10.48,19,9,2000,10.48,5,-999,0.03,0.01,-999,-999,-999,-999,-999,-999,-999,0.05,4,0.029176,-999,0.001,0,0,0,0,0,-999,0,0.004,0,0.009,-999,-999,-999,-999
11,30.55009,-21.38895,19,9,2000,10.48,19,9,2000,10.48,59.9,-999,0.04,0.03,-999,-999,-999,-999,-999,-999,-999,0.07,60,0.097171,-999,0.003,0.004,0.001,0,0.003,0.001,-999,0,0.017,0,0.012,-999,-999,-999,-999
11,30.55009,-21.38895,19,9,2000,10.48,19,9,2000,10.48,90.4,-999,0.08,0.05,-999,-999,-999,-999,-999,-999,-999,0.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,30.55009,-21.38895,19,9,2000,10.48,19,9,2000,10.48,119.9,-999,0.2,0.06,-999,-999,-999,-999,-999,-999,-999,0.25,120,0.218379,-999,0.047,0.01,0.006,0,0.01,0.002,-999,0.001,0.035,0,0.003,-999,-999,-999,-999
11,30.55009,-21.38895,19,9,2000,10.48,19,9,2000,10.48,140.1,-999,0.09,0.02,-999,-999,-999,-999,-999,-999,-999,0.11,140,0.07352,-999,0.023,0.005,0.003,0,0.006,0,-999,0,0.019,0,0.002,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,5.4,-999,0.02,-999,-999,-999,0.01,-999,-999,-999,0,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,31.1,-999,0.02,-999,-999,-999,0.01,-999,-999,-999,0,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,51.1,-999,0.03,-999,-999,-999,0.02,-999,-999,-999,0,0.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,90.1,-999,0.15,-999,-999,-999,0.04,-999,-999,-999,0,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,120.3,-999,0.2,-999,-999,-999,0.05,-999,-999,-999,0,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,27.24559,-21.9682,20,9,2000,4.47,20,9,2000,4.47,150.1,-999,0.07,-999,-999,-999,0.01,-999,-999,-999,0,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,26.22084,-21.78098,20,9,2000,10.48,20,9,2000,10.48,6,-999,0.03,0.01,-999,-999,-999,-999,-999,-999,-999,0.05,4,0.032132,-999,0.001,0.001,0.001,0,0,0,-999,0,0.003,0,0.011,-999,-999,-999,-999
11,26.22084,-21.78098,20,9,2000,10.48,20,9,2000,10.48,55.7,-999,0.04,0.03,-999,-999,-999,-999,-999,-999,-999,0.06,55,0.091258,-999,0.002,0.003,0.002,0,0.003,0,-999,0.001,0.01,0,0.016,-999,-999,-999,-999
11,26.22084,-21.78098,20,9,2000,10.48,20,9,2000,10.48,80,-999,0.08,0.04,-999,-999,-999,-999,-999,-999,-999,0.12,80,0.108996,-999,0.004,0.003,0.002,0,0.003,0.001,-999,0.001,0.016,0,0.014,-999,-999,-999,-999
11,26.22084,-21.78098,20,9,2000,10.48,20,9,2000,10.48,126.1,-999,0.19,0.05,-999,-999,-999,-999,-999,-999,-999,0.25,125,0.174034,-999,0.043,0.008,0.007,0,0.008,0.001,-999,0.001,0.028,0,0.003,-999,-999,-999,-999
11,26.22084,-21.78098,20,9,2000,10.48,20,9,2000,10.48,140.1,-999,0.08,0.02,-999,-999,-999,-999,-999,-999,-999,0.1,140,0.117865,-999,0.034,0.005,0.005,0,0.007,0,-999,0.001,0.022,0,0.002,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,4.4,-999,0.15,-999,-999,-999,0.05,-999,-999,-999,0.01,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,25.7,-999,0.16,-999,-999,-999,0.05,-999,-999,-999,0.01,0.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,50.4,-999,0.24,-999,-999,-999,0.12,-999,-999,-999,0.02,0.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,64.3,-999,0.17,-999,-999,-999,0.03,-999,-999,-999,0.01,0.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,80.5,-999,0.27,-999,-999,-999,0.09,-999,-999,-999,0.01,0.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,22.96013,-21.18366,21,9,2000,4.48,21,9,2000,4.48,111.2,-999,0.01,-999,-999,-999,0.01,-999,-999,-999,0,0.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,21.95335,-20.99886,21,9,2000,10.48,21,9,2000,10.48,4.7,-999,0.01,0.03,-999,-999,-999,-999,-999,-999,-999,0.04,4,0.126734,-999,0.004,0.001,0.002,0,0.002,0.001,-999,0.002,0.011,0,0.022,-999,-999,-999,-999
11,21.95335,-20.99886,21,9,2000,10.48,21,9,2000,10.48,30,-999,0.11,0.07,-999,-999,-999,-999,-999,-999,-999,0.18,30,0.244986,-999,0.013,0.009,0.005,0,0.009,0.002,-999,0.003,0.031,0.001,0.018,-999,-999,-999,-999
11,21.95335,-20.99886,21,9,2000,10.48,21,9,2000,10.48,41.3,-999,0.48,0.18,-999,-999,-999,-999,-999,-999,-999,0.66,40,0.487402,-999,0.051,0.033,0.004,0,0.029,0.005,-999,0.008,0.114,0.004,0.008,-999,-999,-999,-999
11,21.95335,-20.99886,21,9,2000,10.48,21,9,2000,10.48,53.8,-999,0.31,0.12,-999,-999,-999,-999,-999,-999,-999,0.42,50,0.357325,-999,0.022,0.024,0.004,0.001,0.026,0.003,-999,0.007,0.066,0.001,0.006,-999,-999,-999,-999
11,21.95335,-20.99886,21,9,2000,10.48,21,9,2000,10.48,80.7,-999,0.18,0.09,-999,-999,-999,-999,-999,-999,-999,0.27,80,0.239073,-999,0.038,0.014,0.005,0,0.018,0.002,-999,0.005,0.04,0,0.004,-999,-999,-999,-999
11,12.74746,-20.66442,23,9,2000,10.48,23,9,2000,10.48,3.5,-999,0.11,0.04,-999,-999,-999,-999,-999,-999,-999,0.15,4,0.123777,-999,0.004,0.002,0.003,0,0.001,0.001,-999,0.002,0.012,0,0.03,-999,-999,-999,-999
11,12.74746,-20.66442,23,9,2000,10.48,23,9,2000,10.48,19.9,-999,0.14,0.05,-999,-999,-999,-999,-999,-999,-999,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,12.74746,-20.66442,23,9,2000,10.48,23,9,2000,10.48,29.7,-999,0.16,0.08,-999,-999,-999,-999,-999,-999,-999,0.24,30,0.256811,-999,0.01,0.008,0.005,0,0.004,0.002,-999,0.002,0.031,0.003,0.029,-999,-999,-999,-999
11,12.74746,-20.66442,23,9,2000,10.48,23,9,2000,10.48,54.1,-999,0.43,0.32,-999,-999,-999,-999,-999,-999,-999,0.75,54,0.567222,-999,0.09,0.035,0.008,0.001,0.033,0.004,-999,0.014,0.108,0.002,0.008,-999,-999,-999,-999
11,12.74746,-20.66442,23,9,2000,10.48,23,9,2000,10.48,65.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.26,65,0.197685,-999,0.041,0.015,0.004,0,0.015,0.001,-999,0.007,0.042,0,0.003,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,5.3,-999,0.15,-999,-999,-999,0.03,-999,-999,-999,0.01,0.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,25.2,-999,0.19,-999,-999,-999,0.04,-999,-999,-999,0.01,0.24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,40.7,-999,0.07,-999,-999,-999,0.1,-999,-999,-999,0.02,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,50.1,-999,0.38,-999,-999,-999,0.19,-999,-999,-999,0.05,0.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,60.6,-999,0.22,-999,-999,-999,0.07,-999,-999,-999,0.02,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,9.70729,-19.48978,24,9,2000,4.5,24,9,2000,4.5,99.9,-999,0.01,-999,-999,-999,0.01,-999,-999,-999,0.01,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,8.8198,-18.9823,24,9,2000,10.48,24,9,2000,10.48,4.1,-999,0.19,0.03,-999,-999,-999,-999,-999,-999,-999,0.22,4,0.182903,-999,0.005,0.002,0.005,0,0.001,0,-999,0.001,0.009,0,0.035,-999,-999,-999,-999
11,8.8198,-18.9823,24,9,2000,10.48,24,9,2000,10.48,25,-999,0.26,0.08,-999,-999,-999,-999,-999,-999,-999,0.34,25,0.304112,-999,0.014,0.006,0.006,0,0.004,0.001,-999,0.002,0.023,0.001,0.028,-999,-999,-999,-999
11,8.8198,-18.9823,24,9,2000,10.48,24,9,2000,10.48,35.8,-999,0.29,0.1,-999,-999,-999,-999,-999,-999,-999,0.39,35,0.354369,-999,0.021,0.01,0.007,0,0.007,0.002,-999,0.003,0.036,0.001,0.023,-999,-999,-999,-999
11,8.8198,-18.9823,24,9,2000,10.48,24,9,2000,10.48,47.8,-999,0.33,0.17,-999,-999,-999,-999,-999,-999,-999,0.5,48,0.771207,-999,0.051,0.02,0.008,0.001,0.019,0.002,-999,0.008,0.068,0.001,0.008,-999,-999,-999,-999
11,8.8198,-18.9823,24,9,2000,10.48,24,9,2000,10.48,65.2,-999,0.17,0.05,-999,-999,-999,-999,-999,-999,-999,0.22,65,0.182903,-999,0.036,0.012,0.004,0,0.016,0.001,-999,0.005,0.036,0,0.002,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,5.1,-999,0.19,-999,-999,-999,0.04,-999,-999,-999,0.02,0.24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,20.8,-999,0.19,-999,-999,-999,0.05,-999,-999,-999,0.01,0.24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,40.8,-999,0.24,-999,-999,-999,0.08,-999,-999,-999,0.05,0.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,55.6,-999,0.34,-999,-999,-999,0.09,-999,-999,-999,0.02,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,63,-999,0.38,-999,-999,-999,0.13,-999,-999,-999,0.04,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.97779,-17.4378,25,9,2000,4.49,25,9,2000,4.49,101.2,-999,0.14,-999,-999,-999,0.04,-999,-999,-999,0.01,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,5.09977,-16.93404,25,9,2000,10.49,25,9,2000,10.49,4.2,-999,0.1,0.04,-999,-999,-999,-999,-999,-999,-999,0.13,4,0.106039,-999,0.003,0.002,0.001,0,0,0.001,-999,0,0.013,0,0.014,-999,-999,-999,-999
11,5.09977,-16.93404,25,9,2000,10.49,25,9,2000,10.49,40.2,-999,0.12,0.06,-999,-999,-999,-999,-999,-999,-999,0.18,40,0.176991,-999,0.006,0.007,0.003,0,0.003,0.001,-999,0.002,0.035,0.001,0.014,-999,-999,-999,-999
11,5.09977,-16.93404,25,9,2000,10.49,25,9,2000,10.49,54.8,-999,0.18,0.07,-999,-999,-999,-999,-999,-999,-999,0.24,55,0.23316,-999,0.008,0.01,0.004,0,0.006,0.002,-999,0.003,0.048,0,0.01,-999,-999,-999,-999
11,5.09977,-16.93404,25,9,2000,10.49,25,9,2000,10.49,74.4,-999,0.33,0.15,-999,-999,-999,-999,-999,-999,-999,0.48,70,0.389844,-999,0.059,0.029,0.003,0.001,0.004,0.003,-999,0.023,0.1,0.002,0.003,-999,-999,-999,-999
11,5.09977,-16.93404,25,9,2000,10.49,25,9,2000,10.49,100.3,-999,0.16,0.06,-999,-999,-999,-999,-999,-999,-999,0.22,100,0.171078,-999,0.041,0.014,0.005,0,0.017,0.002,-999,0.005,0.047,0,0.002,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,4.6,-999,0.16,-999,-999,-999,0.13,-999,-999,-999,0.01,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,20.6,-999,0.16,-999,-999,-999,0.13,-999,-999,-999,0.02,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,40.2,-999,0.16,-999,-999,-999,0.13,-999,-999,-999,0.02,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,60.5,-999,0.16,-999,-999,-999,0.08,-999,-999,-999,0.01,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,78.5,-999,0.17,-999,-999,-999,0.09,-999,-999,-999,0.01,0.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,2.15829,-15.34615,26,9,2000,5.02,26,9,2000,5.02,91,-999,0.15,-999,-999,-999,0.06,-999,-999,-999,0.01,0.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,1.35235,-14.8857,26,9,2000,10.52,26,9,2000,10.52,4.9,-999,0.12,0.11,-999,-999,-999,-999,-999,-999,-999,0.23,4,0.224291,-999,0.016,0.015,0.002,0,0.007,0.005,-999,0.011,0.053,0.002,0.015,-999,-999,-999,-999
11,1.35235,-14.8857,26,9,2000,10.52,26,9,2000,10.52,40.6,-999,0.12,0.14,-999,-999,-999,-999,-999,-999,-999,0.25,40,0.277505,-999,0.019,0.024,0.003,0,0.015,0.003,-999,0.014,0.084,0.001,0.009,-999,-999,-999,-999
11,1.35235,-14.8857,26,9,2000,10.52,26,9,2000,10.52,70.5,-999,0.2,0.13,-999,-999,-999,-999,-999,-999,-999,0.33,60,0.360281,-999,0.037,0.029,0.005,0,0.027,0.003,-999,0.013,0.115,0,0.009,-999,-999,-999,-999
11,1.35235,-14.8857,26,9,2000,10.52,26,9,2000,10.52,79.9,-999,0.17,0.1,-999,-999,-999,-999,-999,-999,-999,0.27,80,0.259767,-999,0.033,0.021,0.004,0,0.025,0.002,-999,0.006,0.075,0,0.005,-999,-999,-999,-999
11,1.35235,-14.8857,26,9,2000,10.52,26,9,2000,10.52,100.4,-999,0.09,0.04,-999,-999,-999,-999,-999,-999,-999,0.13,100,0.108996,-999,0.021,0.009,0.002,0,0.01,0.001,-999,0.002,0.027,0,0.002,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,5.3,-999,0.28,-999,-999,-999,0.17,-999,-999,-999,0.02,0.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,22.8,-999,0.25,-999,-999,-999,0.22,-999,-999,-999,0.03,0.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,35.8,-999,0.28,-999,-999,-999,0.12,-999,-999,-999,0.02,0.41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,45.7,-999,0.26,-999,-999,-999,0.12,-999,-999,-999,0.01,0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,60.8,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.01,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-1.36993,-13.20332,27,9,2000,4.41,27,9,2000,4.41,79.9,-999,0.08,-999,-999,-999,0.04,-999,-999,-999,0.01,0.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-2.11897,-13.13542,27,9,2000,10.08,27,9,2000,10.08,4.6,-999,0.2,0.14,-999,-999,-999,-999,-999,-999,-999,0.34,4,0.327762,-999,0.025,0.015,0.005,0,0.008,0.005,-999,0.012,0.051,0.002,0.043,-999,-999,-999,-999
11,-2.11897,-13.13542,27,9,2000,10.08,27,9,2000,10.08,20.3,-999,0.22,0.14,-999,-999,-999,-999,-999,-999,-999,0.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,-2.11897,-13.13542,27,9,2000,10.08,27,9,2000,10.08,30.7,-999,0.24,0.16,-999,-999,-999,-999,-999,-999,-999,0.4,30,0.484446,-999,0.043,0.033,0.008,0,0.024,0.005,-999,0.018,0.112,0.003,0.041,-999,-999,-999,-999
11,-2.11897,-13.13542,27,9,2000,10.08,27,9,2000,10.08,45.8,-999,0.29,0.15,-999,-999,-999,-999,-999,-999,-999,0.44,45,0.525834,-999,0.071,0.036,0.011,0,0.036,0.004,-999,0.013,0.115,0,0.001,-999,-999,-999,-999
11,-2.11897,-13.13542,27,9,2000,10.08,27,9,2000,10.08,60.5,-999,0.15,0.07,-999,-999,-999,-999,-999,-999,-999,0.22,60,0.203597,-999,0.034,0.013,0.003,0.001,0.014,0.001,-999,0.007,0.036,0,0.004,-999,-999,-999,-999
11,-2.14151,-12.85234,28,9,2000,4.15,28,9,2000,4.15,4,-999,0.15,-999,-999,-999,0.14,-999,-999,-999,0.01,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
